Who,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
SC,0,3.21,0,0.31,0.23999977,3.43,0.24000001,0,0,0,9.943208368
SC,0,2.77,0,0,0.75999975,2.805,0,0,0,0.75,13.96589353
SC,0,1.1800003,0,0,0,4.95,0,0,0,0,3.069065601
SC,0,0.72999954,0,0,0,4.995,0,0,0,0,3.030048885
SC,0,0.8999996,0,1.78,0.5,3.42,0,0,0,0,13.7549815
SC,0,3.9699998,0,0,0.23999977,3.39,0,0,0,0,11.15536731
SC,0,3.27,0,0.26,0.26000023,3.415,0.23,0,0,0,11.08251164
SC,0,3.12,0.53,0.20999998,0.20000076,3.585,0,0,0,0.25999928,0.65600492
SC,0,3.2399998,0.23,0.23,0.49000072,3.585,0,0,0,0.25999928,1.125033105
SC,0,3.3500004,0,0.2,0.25,3.405,0,0,0,0,13.89726805
SC,0,1.0300002,0.23999998,1.76,0.5,3.4,0,0,0,0,1.769100424
SC,0,3.2800002,0.24,0.24,0.2699995,3.42,0.28,0,0,0,0.801898048
SC,0,1.04,0.48000002,1.77,0.5,3.395,0,0,0,0,1.121555405
SC,0,3.4700003,0.22,0,0.23999977,2.585,0,0,0,0,0.616251878
SC,0,0.5500002,0,0.97,0.50999975,3.385,0.49,0,0,0.49000072,10.66228879
SC,0,3.2199998,0,0.24000001,0.3800006,3.805,0,0,0,0.25999928,16.06161134
SC,0,0.8399997,0.73,1.78,0.5,3.37,0,0,0,0,0.331140251
SC,0,3.4599996,0,0,0.27000046,1.815,0,0,0,0,9.810086124
SC,0,1.1799998,0,0,0,4.995,0,0,0,0,3.401315548
SC,0,0.99000025,0,0,0,5.1,0,0,0,0,3.21262356
SC,0,1.6199999,0,1.45,0.49000025,3.625,0,0,0,0.23999977,17.84240616
SC,0,3.1400003,0,0,0.46000004,3.79,0,0,0,0.25999928,15.35370873
SC,0,1.2399998,0,1.48,0.48999977,3.62,0,0,0,0,16.67474732
SC,0,1.5299997,0,1.48,0.49000072,3.66,0,0,0,0,15.80724171
SC,0,1.4700003,0,1.24,0.5699997,3.57,0,0,0,0.24000072,16.10313493
SC,0,1.21,0,1.22,0.48000002,4.8,0,0,0,0.99000025,19.51738602
SC,0,1.2400002,0,1.75,0.48999977,3.615,0,0,0,0,16.69468467
SC,0,2.0500002,0,1,0.49999952,4.4,0,0,0,0.5100002,16.23655819
SC,0,3.3999996,0,0.22000003,0.25,2.865,0,0,0,0,11.74038505
SC,0,1.3400002,0,1,0.5,4.78,0,0,0,0.99000025,18.24341223
SC,0,3.8000002,0,0,0.4300003,4.475,0,0,0,0.2699995,15.33865812
SC,0,1.94,0,1.01,0.48000002,4.145,0,0,0,0.47000027,16.46036305
SC,0,3.4500003,0,0,0.23999977,2.59,0,0,0,0,9.72908526
SC,0,3.27,0,1.23,0,3.6,0,0,0,0,4.798559999
SC,0,0.99000025,0,0,0,4.95,0,0,0,0,3.312784756
SC,0,0.9699998,0,0,0,4.94,0,0,0,0,2.935275114
SC,0,1.2399998,0,1.24,0.48000002,4.785,0,0,0,0.9800005,17.08551792
SC,0.23000002,3.4899998,0,0,0.47000027,3.36,0,0,0,0,7.6264433
SC,0,2.9499998,0,0,0.6499996,3.755,0,0,0,0.25,13.80546124
SC,0,1.3400002,0,0.98,0.48999977,3.57,0,0,0,0.26000023,15.56945955
SC,0,4.21,0,0,0.23999977,3,0.24999997,0,0,0,8.441758705
SC,0,3.21,0,0.29999998,0.7699995,4.17,0,0,0,0.24000072,17.46584722
SC,0,1.4900002,0,1.23,0.49000025,4.235,0,0,0.45000002,0.25,7.71228154
SC,0,1.4599996,0,1.72,0.48000002,4.185,0,0,0,0.4800005,16.02016516
SC,0,2.5,0,0.96999997,0.7399998,3.82,0,0,0,0,14.29516971
SC,0,3.2500005,0,0,0.25999928,1.785,0,0,0,0,8.528068004
SC,0,1.75,0,0,0.9699998,4.405,0.25,0,0,0.7600002,17.71408859
SC,0,3.9500003,0,0.24999997,0.23999977,3.59,0,0,0,0,11.62142116
SC,0,1.19,0,0.98,0.5100002,4.55,0,0,0,0.99000025,17.51679294
SC,0,0.89000034,0,2.25,1.0099998,3.59,0,0,0,0,19.30436934
SC,0,0.95999956,0,0,0,4.965,0,0,0,0,3.250415914
SC,0,0.9899998,0,0,0,5.005,0,0,0,0,3.161764471
SC,0,0.96000004,0,1.03,0.3499999,4.155,0,0,0,0.7499995,17.26345647
SC,0,0.9100003,0,0.99,0.49999952,4.18,0,0,0,0.49000072,20.94781996
SC,0,1,0,1,0.5,3.85,0,0,0,0.7300005,19.54735459
SC,0,3.2199998,0,0.22,0.77,3.515,0,0,0,0.5100002,17.51501038
SC,0,3.38,0,0.22999999,0.7399998,3.805,0,0,0,0.26000023,16.5119631
SC,0,3.2000003,0,0,0.6800003,4.005,0,0,0,0.47999954,17.64785246
SC,0,3.37,0,0.25,0.7399998,3.785,0,0,0,0.4800005,18.35280926
SC,0,4.13,0,0,0.49999952,4.55,0,0,0,0.28999996,14.95769885
SC,0,1.9699998,0,0,2.0299997,2.085,0,0,0,0,17.98524114
SC,0,1.5699997,0,1.48,1.25,4.61,0,0,0,0,21.72946881
SC,0,1.96,0,0,2.2599998,1.695,0,0,0,0,11.16044198
SC,0,1.96,0,0,2.2400002,1.605,0,0,0,0,13.82402961
SC,0,1.46,0,1.73,0.50999975,4.085,0.23000002,0,0,0,12.41095395
SC,0,1.6799998,0,1.75,0.7999997,2.91,0,0,0,0,15.82598092
SC,0,0.89000034,0,0,0,4.95,0,0,0,0,2.865269424
SC,0,0.96000004,0,0,0,4.93,0,0,0,0,3.059939467
SC,0,3.2199998,0,0.24000001,0.78999996,3.725,0,0,0,0.26000023,15.08128954
SC,0,1.0099998,0,1,0.49000025,3.805,0,0,0,0.73,18.22935778
SC,0,1.3299999,0,1.27,0.75999975,3.595,0.25,0,0,0,15.33036075
SC,0,3.35,0,0.24000001,0.75,3.81,0,0,0,0.48999977,16.35316889
SC,0,3.9799998,0,0,0.23999977,4.745,0,0,0,0.25,11.19399592
SC,0,1.71,0,0.72,0.5,4.01,0,0,0,0.25,18.21203742
SC,0,1.73,0,0.98,0.73,4.9,0,0,0,0,22.27209235
SC,0,4.25,0,0,0.25,4.005,0,0,0,0,14.16284385
SC,0,0.80999994,0,1.02,0.49000025,4.78,0.75,0,0,0.2699995,19.90151134
SC,0,2.02,0,0,2.1800003,2.11,0,0,0,0,22.37243164
SC,0,2.23,0,0,2.2400002,1.505,0,0,0,0,16.02182199
SC,0,0.52,0,1.73,0.47999954,4.52,0.27000004,0,0,0.24000072,18.20097951
SC,0,3.46,0,0,0.9800005,2.785,0,0,0,0,17.33789226
SC,0,1.73,0,0.48999998,0.5,4.36,0.53,0,0,0.48999977,17.55666931
SC,0,1.0300002,0,0,0,5.535,0,0,0,0,3.703000639
SC,0,0.8699999,0,0,0,5.67,0,0,0,0,3.586661572
SC,0,3.27,0,0.26,0.74000025,3.99,0,0,0,0.26000023,17.24642008
SC,0,1.8400002,0,0.53000003,1.0199995,4.87,0,0,0,0,20.35499739
SC,0,4.1400003,0,0,0.21999979,4.915,0,0,0,0.27000046,14.54951611
SC,0,1.0299997,0,0,0.72000027,4.76,0.48999998,0,0,0.9999995,18.49537377
SC,0,0.99000025,0,0.99,0.5,3.845,0,0,0,0.7199993,18.81563557
SC,0,2.27,0,0.28000003,1.7500005,2.16,0,0,0,0,20.34899
SC,0,3.4799998,0,0,0.7300005,2.98,0,0,0,0,14.8105787
SC,0,2.17,0,0.74,0.22000027,3.305,0,0,0,0,12.7308113
SC,0,0.98,0,0,0.49000025,3.47,0.22000003,0,0.26,0.9699993,6.010097971
SC,0,3.7199998,0,0.22,0.2300005,2.42,0,0,0,0,12.1318051
SC,0,3.0700002,0,0,1.0900002,3.31,0,0,0,0,19.95917313
SC,0,4.49,0,0,0,4.16,0,0,0,0.23999977,6.351165274
SC,0,2.73,0,0,1.48,2.455,0,0,0,0,17.9306877
SC,0,4.2700005,0,0,0.47000027,4.68,0,0,0,0,16.64198325
SC,0,0.96000004,0,0,0,4.83,0,0,0,0,3.608782153
SC,0,0.9199996,0,0,0,4.745,0,0,0,0,3.522725487
SC,0,4.11,0,0,0.26000023,4.795,0,0,0,0.22999954,19.40215953
SC,0,3.4799998,0,0.22000003,0.72000027,4.215,0,0,0,0.23999977,26.62635614
SC,0,0.98,0,1.04,0.75,3.96,0,0,0,0.7499995,33.23178846
SC,0,3.2600002,0,0.25,1,2.515,0,0,0,0,19.40596371
SC,0,3.46,0,0,0.77,4.56,0,0,0,0.49000025,19.9143722
SC,0,0.8699999,0,1.02,0.49000025,4.635,0,0,0.23000002,0.97000027,12.28391299
SC,0,1.8899999,0,0.24999997,1,5.105,0,0,0,1.2400002,30.02547121
SC,0,3.7100005,0,0.76,0.27999973,4.11,0,0,0,0,22.89967088
SC,0,2.25,0,0.55,0.73,4.005,0.48000002,0,0,0,15.02248763
SC,0,2.96,0,0,0.99000025,4.29,0,0,0,0.48999977,25.83666056
SC,0,0.94000006,0,0.96999997,0.48000002,3.675,0,0,0,0.74000025,28.22807753
SC,0,3.48,0,0,0.97999954,3.015,0,0,0,0,22.75853969
SC,0,2.9500003,0,0,1.0199995,1.43,0,0,0,0.27000046,22.84656521
SC,0,2.2399998,0,0.27999997,1.7400002,2.655,0,0,0,0,24.27638257
SC,0,0.9300003,0,0,0,4.725,0,0,0,0,4.536808964
SC,0,1.1099997,0,0,0,5.355,0,0,0,0,6.690999896
